Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
06;Buskerud;;;;;PS;Partiet Sentrum;0,31089;191637;242;189;431;0,31089;0,31089;0;0;
06;Buskerud;;;;;BLANKE;Blanke;0,69824;191637;495;473;968;0,00776;-1,18683;0;0;
07;Vestfold;;;;;A;Arbeiderpartiet;26,99009;182961;19215;17264;36479;-0,97592;0,00417;2;0;
07;Vestfold;;;;;SV;SV - Sosialistisk Venstreparti;6,03816;182961;4857;3304;8161;1,02799;1,36701;1;1;
07;Vestfold;;;;;RØDT;Rødt;4,41191;182961;3757;2206;5963;2,53404;1,09067;0;0;
07;Vestfold;;;;;SP;Senterpartiet;10,01576;182961;6763;6774;13537;3,92883;-0,83402;1;0;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;3,49815;182961;2487;2241;4728;-0,22037;0,0884;0;0;
07;Vestfold;;;;;MDG;Miljøpartiet De Grønne;3,84664;182961;3523;1676;5199;0,86772;-3,56772;0;0;
07;Vestfold;;;;;V;Venstre;3,98795;182961;2916;2474;5390;0,10997;0,63308;0;0;
07;Vestfold;;;;;H;Høyre;25,2092;182961;18832;15240;34072;-5,01359;-1,70148;2;0;
07;Vestfold;;;;;FRP;Fremskrittspartiet;12,54985;182961;8173;8789;16962;-4,2416;2,65961;1;0;
07;Vestfold;;;;;AAN;Alliansen - Alternativ for Norge;0,10728;182961;81;64;145;0,10728;0,10728;0;0;
07;Vestfold;;;;;DEMN;Demokratene;1,32735;182961;1053;741;1794;1,21268;1,0671;0;0;
07;Vestfold;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,05105;182961;33;36;69;0,05105;-1,18025;0;0;
07;Vestfold;;;;;HELSE;Helsepartiet;0,27967;182961;215;163;378;-0,1972;-0,12486;0;0;
07;Vestfold;;;;;INP;Industri- og Næringspartiet;0,29299;182961;228;168;396;0,29299;0,29299;0;0;
07;Vestfold;;;;;KRISTNE;Partiet De Kristne;0,48092;182961;365;285;650;0,18933;-0,25821;0;0;
07;Vestfold;;;;;LIBS;Liberalistene;0,13984;182961;108;81;189;-0,07658;-0,18237;0;0;
07;Vestfold;;;;;PIR;Piratpartiet;0,09027;182961;78;44;122;-0,0654;0,09027;0;0;
07;Vestfold;;;;;PP;Pensjonistpartiet;0,41507;182961;363;198;561;0,41507;0,41507;0;0;
07;Vestfold;;;;;PS;Partiet Sentrum;0,26784;182961;210;152;362;0,26784;0,26784;0;0;
07;Vestfold;;;;;BLANKE;Blanke;0,65405;182961;428;456;884;-0,05214;-0,94549;0;0;
08;Telemark;;;;;A;Arbeiderpartiet;31,01806;130953;14291;14879;29170;-0,91336;-1,93213;2;0;
08;Telemark;;;;;SV;SV - Sosialistisk Venstreparti;5,91225;130953;3077;2483;5560;0,957;1,03782;0;0;
08;Telemark;;;;;RØDT;Rødt;4,60433;130953;2480;1850;4330;2,49731;0,30713;1;1;
08;Telemark;;;;;SP;Senterpartiet;16,60641;130953;6563;9054;15617;3,74651;-2,44109;1;0;
08;Telemark;;;;;KRF;Kristelig Folkeparti;4,47991;130953;2182;2031;4213;-0,50114;-0,46871;0;0;
08;Telemark;;;;;MDG;Miljøpartiet De Grønne;2,68497;130953;1650;875;2525;0,21561;-2,31145;0;0;
08;Telemark;;;;;V;Venstre;2,15117;130953;1041;982;2023;-0,52364;0,27861;0;0;
08;Telemark;;;;;H;Høyre;15,74403;130953;7754;7052;14806;-4,32989;1,08553;1;0;
08;Telemark;;;;;FRP;Fremskrittspartiet;12,79535;130953;5129;6904;12033;-3,73557;4,16323;1;0;
08;Telemark;;;;;AAN;Alliansen - Alternativ for Norge;0,11059;130953;58;46;104;0,11059;0,11059;0;0;
08;Telemark;;;;;DEMN;Demokratene;1,39512;130953;677;635;1312;1,26195;1,18007;0;0;
08;Telemark;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,09039;130953;38;47;85;0,09039;-1,87901;0;0;
08;Telemark;;;;;HELSE;Helsepartiet;0,20204;130953;98;92;190;-0,16341;-0,12116;0;0;
08;Telemark;;;;;INP;Industri- og Næringspartiet;0,62206;130953;289;296;585;0,62206;0,62206;0;0;
08;Telemark;;;;;KRISTNE;Partiet De Kristne;0,65928;130953;340;280;620;0,10491;-0,2072;0;0;
08;Telemark;;;;;LIBS;Liberalistene;0,11165;130953;54;51;105;-0,02565;-0,11974;0;0;
08;Telemark;;;;;PIR;Piratpartiet;0,08401;130953;35;44;79;0,08401;0,08401;0;0;
08;Telemark;;;;;PP;Pensjonistpartiet;0,44023;130953;257;157;414;0,44023;0,44023;0;0;
08;Telemark;;;;;PS;Partiet Sentrum;0,28817;130953;129;142;271;0,28817;0,28817;0;0;
08;Telemark;;;;;BLANKE;Blanke;0,61994;130953;241;342;583;-0,02528;-0,99859;0;0;
09;Aust-Agder;;;;;A;Arbeiderpartiet;24,61627;87300;8062;7687;15749;-0,75322;1,45926;1;0;
09;Aust-Agder;;;;;SV;SV - Sosialistisk Venstreparti;5,38779;87300;2059;1388;3447;1,41941;0,95788;0;0;
09;Aust-Agder;;;;;RØDT;Rødt;3,6872;87300;1403;956;2359;2,44201;1,06291;0;0;
09;Aust-Agder;;;;;SP;Senterpartiet;13,59842;87300;3907;4793;8700;5,45075;1,98534;1;0;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;8,77958;87300;2940;2677;5617;-1,03825;-2,05593;0;0;
09;Aust-Agder;;;;;MDG;Miljøpartiet De Grønne;2,87755;87300;1197;644;1841;0,26217;-1,87198;0;0;
09;Aust-Agder;;;;;V;Venstre;3,14327;87300;1056;955;2011;-0,16111;0,11523;0;0;
09;Aust-Agder;;;;;H;Høyre;20,25853;87300;6993;5968;12961;-5,5125;-3,54708;1;0;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;13,38429;87300;3685;4878;8563;-3,92815;4,24036;1;1;
09;Aust-Agder;;;;;AAN;Alliansen - Alternativ for Norge;0,06721;87300;19;24;43;0,06721;0,06721;0;0;
09;Aust-Agder;;;;;DEMN;Demokratene;1,4208;87300;523;386;909;1,263;0,68061;0;0;
09;Aust-Agder;;;;;HELSE;Helsepartiet;0,2876;87300;100;84;184;-0,09986;-1,41334;0;0;
09;Aust-Agder;;;;;INP;Industri- og Næringspartiet;0,42671;87300;158;115;273;0,42671;0,42671;0;0;
09;Aust-Agder;;;;;KRISTNE;Partiet De Kristne;0,87686;87300;326;235;561;0,14881;-0,40912;0;0;
09;Aust-Agder;;;;;LIBS;Liberalistene;0,1563;87300;48;52;100;-0,03118;-0,20631;0;0;
09;Aust-Agder;;;;;PIR;Piratpartiet;0,09847;87300;30;33;63;-0,05776;-0,28658;0;0;
09;Aust-Agder;;;;;PP;Pensjonistpartiet;0,58614;87300;244;131;375;-0,11536;-1,55218;0;0;
09;Aust-Agder;;;;;PS;Partiet Sentrum;0,34699;87300;156;66;222;0,34699;0,34699;0;0;
09;Aust-Agder;;;;;BLANKE;Blanke;0,49392;87300;137;179;316;-0,02166;-1,12664;0;0;
10;Vest-Agder;;;;;A;Arbeiderpartiet;20,83248;137466;12341;8945;21286;-0,18992;1,71155;1;0;
10;Vest-Agder;;;;;SV;SV - Sosialistisk Venstreparti;5,1675;137466;3429;1851;5280;0,86785;0,7319;0;0;
10;Vest-Agder;;;;;RØDT;Rødt;3,15433;137466;2085;1138;3223;1,79345;0,77097;0;0;
10;Vest-Agder;;;;;SP;Senterpartiet;10,42309;137466;5522;5128;10650;3,93628;1,56568;1;0;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;13,88277;137466;8078;6107;14185;1,27152;-0,58755;1;0;
10;Vest-Agder;;;;;MDG;Miljøpartiet De Grønne;3,04667;137466;2105;1008;3113;0,15668;-3,46762;0;0;
10;Vest-Agder;;;;;V;Venstre;3,53113;137466;2095;1513;3608;-0,09157;0,45104;1;1;
10;Vest-Agder;;;;;H;Høyre;21,36195;137466;12929;8898;21827;-6,5156;1,85932;1;0;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;13,28577;137466;7116;6459;13575;-3,83817;3,70633;1;0;
10;Vest-Agder;;;;;AAN;Alliansen - Alternativ for Norge;0,04991;137466;24;27;51;0,04991;0,04991;0;0;
10;Vest-Agder;;;;;DEMN;Demokratene;2,61311;137466;1549;1121;2670;1,87145;-5,58781;0;0;
10;Vest-Agder;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,05872;137466;28;32;60;0,05872;0,05872;0;0;
10;Vest-Agder;;;;;HELSE;Helsepartiet;0,15953;137466;97;66;163;-0,06546;-0,3452;0;0;
10;Vest-Agder;;;;;INP;Industri- og Næringspartiet;0,34548;137466;220;133;353;0,34548;0,34548;0;0;
10;Vest-Agder;;;;;KRISTNE;Partiet De Kristne;0,93172;137466;621;331;952;0,14326;-0,71238;0;0;
10;Vest-Agder;;;;;LIBS;Liberalistene;0,15072;137466;85;69;154;-0,05834;-0,1873;0;0;
10;Vest-Agder;;;;;PIR;Piratpartiet;0,07438;137466;35;41;76;-0,07594;-0,11647;0;0;
10;Vest-Agder;;;;;PP;Pensjonistpartiet;0,48641;137466;361;136;497;0,06033;-0,6909;0;0;
10;Vest-Agder;;;;;PS;Partiet Sentrum;0,44433;137466;276;178;454;0,44433;0,44433;0;0;
10;Vest-Agder;;;;;BLANKE;Blanke;0,57939;137466;265;327;592;0,10851;-0,79107;0;0;
11;Rogaland;;;;;A;Arbeiderpartiet;22,38378;333475;31340;24850;56190;-0,18146;0,03987;3;0;
11;Rogaland;;;;;SV;SV - Sosialistisk Venstreparti;4,94323;333475;7628;4781;12409;0,98018;0,87296;1;0;
11;Rogaland;;;;;RØDT;Rødt;3,6896;333475;5684;3578;9262;2,52435;1,34068;1;1;
11;Rogaland;;;;;SP;Senterpartiet;10,47325;333475;13226;13065;26291;3,1551;-0,05997;2;0;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;8,06597;333475;11292;8956;20248;-0,25288;-0,48521;1;0;
11;Rogaland;;;;;MDG;Miljøpartiet De Grønne;2,36147;333475;4078;1850;5928;-0,21909;-2,72877;0;0;
11;Rogaland;;;;;V;Venstre;3,38007;333475;4637;3848;8485;-0,15944;0,35209;0;0;
11;Rogaland;;;;;H;Høyre;24,02741;333475;35544;24772;60316;-4,76086;1,92641;4;0;
11;Rogaland;;;;;FRP;Fremskrittspartiet;16,94578;333475;22827;19712;42539;-2,80382;4,2988;2;0;
11;Rogaland;;;;;AAN;Alliansen - Alternativ for Norge;0,08087;333475;113;90;203;0,08087;0,08087;0;0;
11;Rogaland;;;;;DEMN;Demokratene;1,03414;333475;1616;980;2596;0,9393;0,86506;0;0;
11;Rogaland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,12349;333475;149;161;310;0,12349;-6,28705;0;0;
11;Rogaland;;;;;HELSE;Helsepartiet;0,1936;333475;264;222;486;-0,01797;0,1936;0;0;
11;Rogaland;;;;;INP;Industri- og Næringspartiet;0,64255;333475;1005;608;1613;0,64255;0,64255;0;0;
11;Rogaland;;;;;KRISTNE;Partiet De Kristne;0,54137;333475;731;628;1359;0,04609;-0,40567;0;0;
11;Rogaland;;;;;LIBS;Liberalistene;0,16333;333475;215;195;410;-0,09526;-0,14704;0;0;
11;Rogaland;;;;;PIR;Piratpartiet;0,07927;333475;88;111;199;-0,09987;0,07927;0;0;
11;Rogaland;;;;;PP;Pensjonistpartiet;0,52424;333475;952;364;1316;0,03261;-0,78968;0;0;
11;Rogaland;;;;;PS;Partiet Sentrum;0,34657;333475;516;354;870;0,34657;0,34657;0;0;
11;Rogaland;;;;;BLANKE;Blanke;0,58519;333475;669;800;1469;0,01087;-0,84905;0;0;
12;Hordaland;;;;;A;Arbeiderpartiet;22,78757;382305;39996;26914;66910;-0,13025;2,83555;4;0;
12;Hordaland;;;;;SV;SV - Sosialistisk Venstreparti;8,75198;382305;16416;9282;25698;1,68842;2,09769;1;0;
12;Hordaland;;;;;RØDT;Rødt;4,64742;382305;9003;4643;13646;2,48021;1,08679;1;0;
12;Hordaland;;;;;SP;Senterpartiet;9,93376;382305;15791;13377;29168;2,33156;-2,14945;2;0;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;4,86471;382305;8435;5849;14284;-0,63119;0,06243;1;0;
12;Hordaland;;;;;MDG;Miljøpartiet De Grønne;3,81371;382305;7804;3394;11198;0,28415;-3,95667;0;0;
12;Hordaland;;;;;V;Venstre;4,22989;382305;7174;5246;12420;-0,13877;1,29046;1;1;
12;Hordaland;;;;;H;Høyre;24,60519;382305;43852;28395;72247;-5,72456;5,73322;4;0;
12;Hordaland;;;;;FRP;Fremskrittspartiet;12,70736;382305;20296;17016;37312;-2,26091;3,25084;2;0;
12;Hordaland;;;;;AAN;Alliansen - Alternativ for Norge;0,06777;382305;106;93;199;0,06777;0,06777;0;0;
12;Hordaland;;;;;DEMN;Demokratene;0,95564;382305;1842;964;2806;0,84408;0,67274;0;0;
12;Hordaland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,13316;382305;216;175;391;0,13316;-10,61772;0;0;
12;Hordaland;;;;;HELSE;Helsepartiet;0,16143;382305;300;174;474;-0,0877;-0,11759;0;0;
12;Hordaland;;;;;INP;Industri- og Næringspartiet;0,57693;382305;1087;607;1694;0,57693;0,57693;0;0;
12;Hordaland;;;;;KRISTNE;Partiet De Kristne;0,45739;382305;837;506;1343;0,0019;-0,38704;0;0;
